structure_candidate_id,candidate_generation_version,group,pattern_type,feature_atom_ids,threshold_ids,lookback_days,profile_window_bucket,sequence_lag_days,dedup_gap_days,profile_definition,action_time_definition,trigger_date_policy,background_control_policy,formula_hash,config_row_hash,feature,operator,threshold,required_days,observable_trigger_rule,max_lag_days,first_trigger_only_flag,raw_feature_list,shared_feature_family
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,persistence,acceleration_ret1d,0602d7c813,3,build_window,0,20,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,91016f0c008ef9d3,06b40825bafa2b86,return1d,>=,0.05,3,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,0,True,return1d,acceleration
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,3,full_window,0,20,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=full_window,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,f2849f81d7092df1,8db1765310f44601,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=full_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,5,full_window,0,20,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=full_window,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,e93aecb39a25cd0d,ab1156ad26aa10b3,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=full_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,3,early_window,0,20,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=early_window,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,2441f48e1ea2be7f,7bf86ed386b3cc2c,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=early_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,5,early_window,0,20,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=early_window,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,3adb03fa85246269,3797417d0f466b4a,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=early_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,3,build_window,0,20,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=build_window,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,58284e6c044f761f,f63fb2ce49f98b62,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=build_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,5,build_window,0,20,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=build_window,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,3c3ae4d141f29fb5,0fc5469efd926d3d,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=build_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,3,continuation_window,0,20,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=continuation_window,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,46f651dee4a17854,2b6ee18c9f611077,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=continuation_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,5,continuation_window,0,20,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=continuation_window,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,7606fa19d5a6f471,c6cf3f9348be5a29,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=continuation_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,3,full_window,0,20,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=full_window,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,09adcfe8c5960ac6,3a4f6e85f0da77ff,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=full_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,5,full_window,0,20,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=full_window,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,ee43739537bbfa6c,784b69563522a033,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=full_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,3,early_window,0,20,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=early_window,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,abafa7cba4fbce30,7370a8bdd67117dd,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=3; required_days=3; window=early_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_9f29a1_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,9f29a13043,5,early_window,0,20,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=early_window,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,8649a6fe3f7fb3bb,734cd1a5e9874022,vol_ratio10,>,1.5,3,vol_ratio10 > 1.5; rolling_days=5; required_days=3; window=early_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,3,build_window,0,20,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=build_window,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,a4b8f6a5a022a23b,6665b0b1e9132df7,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=build_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,5,build_window,0,20,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=build_window,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,24f384e3d3a89b07,66411d7f44caea7d,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=build_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,3,continuation_window,0,20,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=continuation_window,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,7cf473db45ea9d34,1728021395169236,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=continuation_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,5,continuation_window,0,20,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=continuation_window,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,a5e48d50c950dad7,233b7cca16ab1a5e,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=continuation_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,3,full_window,0,20,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=full_window,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,0399d30c14b119bf,5f83114e060ddbcb,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=full_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,5,full_window,0,20,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=full_window,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,1fdf4179e5fdce8f,69a85d9a25394113,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=full_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,3,early_window,0,20,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=early_window,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,2bc5fe8b3c81dfb7,8ce7cdadf5517023,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=3; required_days=3; window=early_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_b05e24_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,b05e244762,5,early_window,0,20,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=early_window,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,2ba47c531a737233,58065ed2f862024a,vol_ratio10,>,1.1,3,vol_ratio10 > 1.1; rolling_days=5; required_days=3; window=early_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,3,build_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=build_window,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,0e30df5a7965fbc7,1cca5f1c9da865df,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=build_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,5,build_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=build_window,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,f84c59de2c0928fb,527f1344a5ea4b71,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=build_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,3,continuation_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=continuation_window,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,48db0eba246f8890,4554c5b5a7d359cb,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=continuation_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,5,continuation_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=continuation_window,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,186bba01c087065b,a030ba42c8576baf,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=continuation_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,3,full_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=full_window,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,e37ac220da4d572e,50c733938dd24050,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=full_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,5,full_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=full_window,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,e0d45e3f6c71ca81,3ab8a1266df5c610,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=full_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,3,early_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=early_window,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,be5642ffaa1c3d57,58460fbb487bf851,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=3; required_days=3; window=early_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_77ac31_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,77ac319bfe,5,early_window,0,20,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=early_window,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,580deac018526fbe,bd5f477732b37eca,money_ratio20_mean_asof,>,1.2,3,money_ratio20_mean_asof > 1.2; rolling_days=5; required_days=3; window=early_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,9f29a13043,3,build_window,0,20,money_ratio20_mean_asof > 1.5; rolling_days=3; required_days=3; window=build_window,money_ratio20_mean_asof > 1.5; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,7c41772670793e07,8ad96e1c21753039,money_ratio20_mean_asof,>,1.5,3,money_ratio20_mean_asof > 1.5; rolling_days=3; required_days=3; window=build_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,9f29a13043,5,build_window,0,20,money_ratio20_mean_asof > 1.5; rolling_days=5; required_days=3; window=build_window,money_ratio20_mean_asof > 1.5; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,41b40f725160c753,39a4bee6c7f304ce,money_ratio20_mean_asof,>,1.5,3,money_ratio20_mean_asof > 1.5; rolling_days=5; required_days=3; window=build_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,9f29a13043,3,continuation_window,0,20,money_ratio20_mean_asof > 1.5; rolling_days=3; required_days=3; window=continuation_window,money_ratio20_mean_asof > 1.5; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,78effbd271dca50b,e077751908a3b0ac,money_ratio20_mean_asof,>,1.5,3,money_ratio20_mean_asof > 1.5; rolling_days=3; required_days=3; window=continuation_window,0,True,money_ratio20_mean_asof,volume_money
r02v2_volume_money_confirmation_persistence_e071ce_9f29a1_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,money20,9f29a13043,5,continuation_window,0,20,money_ratio20_mean_asof > 1.5; rolling_days=5; required_days=3; window=continuation_window,money_ratio20_mean_asof > 1.5; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,f3656f98b232fd69,b2459b59cd384f1c,money_ratio20_mean_asof,>,1.5,3,money_ratio20_mean_asof > 1.5; rolling_days=5; required_days=3; window=continuation_window,0,True,money_ratio20_mean_asof,volume_money
